Structure	acname	activity
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1	IC50	10.349774655164548
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Cl)cc2o1	IC50	12.206072645530174
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1	IC50	12.716898269296165
O=C(NC1CCN(Cc2cc3c(cc2Cl)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1	IC50	10.724468104605958
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(OC(F)F)cc2o1	IC50	9.656627474604603
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)ccc2o1	IC50	7.2170015293497585
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)ccc2o1	IC50	9.641123288068638
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)c(F)c2o1	IC50	9.304651051447424
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(Cl)cc2o1	IC50	12.716898269296165
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)cc2o1	IC50	13.122363377404328
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(F)cc1	IC50	3.1465551632885744
O=C(NC1CCN(C/C=C/c2ccccc2)CC1)c1ccccc1	IC50	5.035953102080546
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2cccc(-n3cccc3)c2)CC1	IC50	8.121778419161574
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccc(-c3ccc(OC(F)(F)F)cc3)o2)CC1	IC50	9.180781569734638
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1	IC50	10.349774655164548
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(OC(F)(F)F)cc3)c2)CC1	IC50	11.107460356862065
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1	IC50	7.250245587928913
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1	IC50	9.293721980915233
N#Cc1c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2[nH]c1=O	IC50	11.107460356862065
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccc1	IC50	14.038654109278484
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccn1	IC50	13.633189001170319
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccncc1	IC50	13.72020037815995
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2[nH]1	IC50	12.429216196844383
O=c1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1CC(F)(F)F	IC50	13.122363377404328
O=c1c2cc(-c3ccc(Cl)cc3)cn2ncn1-c1ccc(N2CCC(O)CC2)nc1	Ki	10.92513880006811
O=C1N/C(=C\c2ccc(CN3CCN(c4ccccc4)CC3)cc2)C(=O)N1c1ccc(Oc2ccccc2)cc1	Ki	5.298317366548036
O=C1N/C(=C\c2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)C(=O)N1c1ccc(Oc2ccccc2)cc1	Ki	5.298317366548036
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCN(c4ccccc4)CC3)ccc2c1	IC50	12.480509491231935
O=c1c2cc(-c3ccc(Cl)cc3)cn2ncn1-c1ccc(N2CC[C@@H](O)C2)nc1	Ki	12.110762465725848
O=c1c2cc(-c3ccc(Cl)cn3)cn2ncn1-c1ccc(N2CC[C@@H](O)C2)nc1	Ki	9.826526511399999
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CC[C@@H](O)C1)O2	IC50	12.591735126342158
N[C@H]1CCN(c2ccc(N3Cc4cn(-c5ccc(Cl)cc5)nc4C3=O)cn2)C1	Ki	13.073573213234896
N#Cc1cccc(-c2ccc(C3(CCC(=O)Nc4ccc(F)c(F)c4)CCNCC3)cc2)c1	Ki	10.596634733096073
O=C(NCC1(c2ccc(-c3cccnc3)cc2)CCNCC1)Nc1cc(Cl)cc(Cl)c1	IC50	10.151948911834628
N#Cc1cccc(-c2ccc(C(=C3CCNCC3)c3nc4cc(F)c(C(F)(F)F)cc4[nH]3)cc2)c1	Ki	12.53457671250221
N#Cc1cccc(-c2ccc(C(NCc3nc4cc(Cl)c(F)cc4[nH]3)C3CCNCC3)cc2)c1	Ki	10.819778284410283
N#Cc1cccc(-c2ccc3c(c2)CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)C3C2CCNCC2)c1	Ki	10.557414019942792
N#Cc1cccc(-c2ccc3c(c2)CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)C32CCN(C3CCOCC3)CC2)c1	Ki	11.042921835724492
O=C1N/C(=C\c2ccc(CN3CCOCC3)cc2)C(=O)N1c1ccc(Oc2ccccc2)cc1	Ki	5.298317366548036
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCOCC3)ccc2c1	IC50	12.226275352847694
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CCOCC1)O2	IC50	11.675444394468004
O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCOCC2)cc1	IC50	10.637456727616328
N#Cc1cccc(-c2ccc3c(c2)CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)C32CCN(C3CCSC3)CC2)c1	Ki	10.289150033348113
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CCC[C@@H]4CO)C(=O)Nc4ccc(F)c(Cl)c4)CC2C3)c1	Ki	11.107460356862065
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CCC(O)CC4)C(=O)Nc4ccc(F)c(Cl)c4)CC2C3)c1	Ki	10.724468104605958
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CCOCC4)C(=O)Nc4ccc(F)c(Cl)c4)CC2C3)c1	Ki	9.845218644412153
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(Cl)c4)CC2C3)c1	Ki	11.618285980628055
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(F)c4)CC2C3)c1	Ki	10.819778284410283
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cc(F)cc(F)c4)CC2C3)c1	Ki	11.107460356862065
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cccc(Br)c4)CC2C3)c1	Ki	10.289150033348113
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cccc(Cl)c4)CC2C3)c1	Ki	10.519673691959945
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cccc(F)c4)CC2C3)c1	Ki	10.819778284410283
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cccc([N+](=O)[O-])c4)CC2C3)c1	Ki	9.721165995742174
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc5c(c4)OCO5)CC2C3)c1	Ki	8.917670758013363
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)cc4)CC2C3)c1	Ki	9.826526511399999
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccccc4)CC2C3)c1	Ki	8.932708635377903
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccccc4F)CC2C3)c1	Ki	6.274358102827966
NCc1ncc([C@]23CC[C@@H](N(CCCN4CC5CC4CN5)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C2C3)s1	Ki	9.525051116815883
NCc1ncc([C@]23CC[C@@H](N(CCCN4CC[C@H](O)C4)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C2C3)s1	Ki	10.008848068193954
NCc1ncc([C@]23CC[C@@H](N(CCCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C2C3)s1	Ki	10.982297213908058
N#Cc1cccc([C@]23CC[C@@H](N(CCCCN4CCOCC4)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)[C@H]2C3)c1	Ki	12.89921982609012
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)[C@H]2C3)c1	Ki	11.855415773917004
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(Cl)c4)[C@H]2C3)c1	Ki	10.724468104605958
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CCC[C@H]4CO)C(=O)Nc4ccc(F)c(Cl)c4)CC2C3)c1	Ki	11.86960040890896
CC(=O)N(C)C1CCN(c2ccc(N3Cc4cn(-c5ccc(Cl)cc5)nc4C3=O)cn2)C1	Ki	11.943708381062683
CC(=O)N1CCC(CCC(=O)Nc2ccc(F)c(F)c2)(c2ccc(-c3cccc(C#N)c3)cc2)CC1	Ki	9.704636693790963
CC(=O)N1CCC(C2c3ccc(-c4cccc(C#N)c4)cc3CCN2CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1	Ki	6.983556992398419
CC(=O)N1CCC2(CC1)c1ccc(-c3cccc(C#N)c3)cc1CCN2CC(=O)Nc1cc(Cl)cc(Cl)c1	Ki	7.102554357287205
CC(=O)N1CCc2ccc(C(=O)CCC(=O)N3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	IC50	8.568486485803788
CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	IC50	11.417615285165903
CC(=O)N1CCc2ccc(C(=O)CCCN3CCN(Cc4ccccc4)CC3)cc2CC1	IC50	6.907755278982137
CC(=O)N1CCc2ccc(OCCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	IC50	9.210340371976182
CC(=O)N1CCN(Cc2ccc(/C=C3\NC(=O)N(c4ccc(Oc5ccccc5)cc4)C3=O)cc2)CC1	Ki	6.185049296180647
COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1	Ki	15.201804919084164
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3cccc(Cl)c3)CC2)c1	IC50	9.115030192171858
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(C#N)cc3)CC2)c1	IC50	9.552830680922959
COc1ccc(-n2c(NCCCN3CCC(c4cccc(NC(C)=O)c4)CC3)nc3ccccc32)cc1	IC50	9.115030192171858
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(C#N)c3)CC2)c1	IC50	8.87386813535497
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(C(F)(F)F)c3)CC2)c1	IC50	9.282911064811017
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(OC(F)(F)F)c3)CC2)c1	IC50	9.338173743486069
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(C(C)(C)C)cc3)CC2)c1	IC50	7.418580902748128
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(OC(F)(F)F)cc3)CC2)c1	IC50	9.372859301473957
CC(=O)Nc1cccc([C@]23CC[C@@H](N(CCCN4CCN(C)CC4)C(=O)Nc4ccc(F)c(Cl)c4)[C@H]2C3)c1	Ki	12.89921982609012
CC(=O)NC1CCN(CCN(C(=O)Nc2ccc(F)c(Cl)c2)[C@@H]2CC[C@]3(c4cccc(C#N)c4)CC3C2)C1	Ki	10.680016342035124
CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)[C@@H]2CC[C@]3(c4cccc(NC(=O)C(C)(C)C)c4)C[C@H]23)CC1	Ki	9.070578429601024
COc1cc(N2Cc3ccc(-c4ccc(C(C)(C)C)cc4)nc3C2=O)ccc1OCCN1CCCC1	IC50	8.047189562170502
Cn1c(CC(C)(C)C)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc21	IC50	6.907755278982137
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC(C)(C)C)cc2C1	IC50	8.845697258388274
CN(C(=O)c1ccc(OC[C@@H]2CCCO2)cc1)[C@@H]1Cc2ccc(CNCC(C)(C)C)cc2C1	IC50	8.845697258388274
CC(C)(C)CNCc1ccc2c(c1)C[C@H](NC(=O)c1ccc(OC[C@@H]3CCCO3)cc1)C2	IC50	8.412833176091995
CC(C)(C)NC1CCN(c2ccc(N3Cc4cn(-c5ccc(Cl)cc5)nc4C3=O)cn2)C1	Ki	12.822258784953991
CC(C)(C)OC(=O)N1CCC2(CC1)c1ccc(-c3cccc(C#N)c3)cc1CCN2CC(=O)Nc1cc(Cl)cc(Cl)c1	Ki	6.907755278982137
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccc(C(F)(F)F)cc3C2)CC1	IC50	8.377431249041079
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccc(Cl)cc3C2)CC1	IC50	10.349774655164548
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccccc3C2)CC1	IC50	10.126631103850338
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1	IC50	12.0405582070526
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@H]2Cc3ccc(Br)cc3C2)CC1	IC50	10.770988120240851
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@H]2Cc3ccc(C#N)cc3C2)CC1	IC50	12.716898269296165
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CN3CCC(C(C)(C)O)CC3)cc2C1	IC50	8.131930790625592
CN(C)CC(C)(C)Oc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1	IC50	8.622553707074063
COc1cc(-n2ccc(-c3ccc(C(F)(F)F)cc3)cc2=O)ccc1OCC(C)(C)O	Ki	11.86960040890896
COc1cc(-n2ccc(CNc3ccc(Cl)cc3)cc2=O)ccc1OCC(C)(C)O	Ki	7.600902459542082
COc1cc(-n2ccc(COc3ccccn3)cc2=O)ccc1OCC(C)(C)O	Ki	6.057177090473363
COc1cc(-n2ccc(SCc3ccc(Cl)cc3)cc2=O)ccc1OCC(C)(C)O	Ki	12.429216196844383
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(C)(C)O	IC50	11.141361908537744
COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCC(C)(C)O	IC50	10.031320924046014
COc1cc(-n2cnn3cc(-c4ncc(Cl)cn4)cc3c2=O)ccc1OCC(C)(C)O	Ki	11.107460356862065
COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCC(C)(C)O	IC50	6.748190709310799
COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCC(C)(C)OC(=O)CN	Ki	12.480509491231935
COc1cc(N2Cc3cn(-c4ccc(Cl)cn4)nc3C2=O)ccc1OCC(C)(C)O	Ki	10.031320924046012
COc1cc(N2Cc3nn(-c4ccc(Cl)cc4)cc3C2=O)ccc1OCC(C)(C)O	Ki	9.142681723502369
COc1cc(N2Cc3nn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCC(C)(C)O	Ki	10.289150033348113
CC(C)C(=O)Nc1cc(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(F)cc1F	IC50	10.289150033348113
CC(C)C(=O)Nc1c(F)cc(F)c(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1F	Ki	12.750799820971846
CC(C)C(=O)Nc1cccc(C2CCN(CCCCCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1	IC50	7.418580902748128
CC(C)C(=O)Nc1cccc(C2CCN(CCCCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1	Ki	9.965362956254216
CC(C)C(=O)Nc1cccc(C2CCN(CCCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1	IC50	7.385791079925137
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(C)(c3ccccc3)c3ccccc3)CC2)c1	IC50	8.87386813535497
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1	Ki	12.940041820610373
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1	IC50	11.250561200502737
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1	IC50	10.596634733096073
CC(C)C(=O)Nc1cccc(C2CCN(CCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1	IC50	9.772459290129724
CC(C)C(=O)Nc1cccc([C@]23CC[C@@H](N(CCCN4CCN(C)CC4)C(=O)Nc4ccc(F)c(Cl)c4)[C@H]2C3)c1	Ki	11.100815814143395
COc1cc(N2Cc3ccc(-c4ccc(C(C)C)cc4)nc3C2=O)ccc1OCCN1CCCC1	IC50	9.315700887634009
CC(C)CN1CCN(CCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)[C@@H]2CC[C@]3(c4cccc(C#N)c4)C[C@H]23)CC1	Ki	11.618285980628055
CC(C)N(CCN(C(=O)Nc1ccc(F)c(F)c1)[C@@H]1CC[C@]2(c3cccc(Br)c3)CC2C1)C(C)C	Ki	11.761386824268728
CC(C)N(CCN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	12.206072645530174
CC(C)N(CCF)CCN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1	Ki	11.330603908176274
CC(C)N(CCO)CCN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1	Ki	11.652187532303737
CC(C)N(CCN(C(=O)Nc1cc(F)cc(F)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	12.311433161188
CC(C)N(CCN(C(=O)Nc1cccc(Br)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	12.07504438312377
CC(C)N(CCN(C(=O)Nc1cccc(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	12.02375108873622
CC(C)N(CCN(C(=O)Nc1cccc(F)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	13.073573213234896
CC(C)N(CCN(C(=O)Nc1cccc([N+](=O)[O-])c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	12.822258784953991
CC(C)N(CCN(C(=O)Nc1cc(Cl)nc(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1)C(C)C	Ki	13.122363377404328
CC(C)N(CCF)CCN(C(=O)Nc1cc(Cl)nc(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1	Ki	11.512925464970229
CC(C)N(CCO)CCN(C(=O)Nc1cc(Cl)nc(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1	Ki	13.345506928718539
CC(C)N(CCN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C(N)=O)c3)CC2C1)C(C)C	Ki	8.859683500363014
COC(=O)c1cccc([C@]23CC[C@@H](N(CCN(C(C)C)C(C)C)C(=O)Nc4ccc(F)c(F)c4)CC2C3)c1	Ki	10.289150033348113
CC(C)N(CCN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(CO)c3)CC2C1)C(C)C	Ki	9.944309547056383
COc1cc(N(C)C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCN(C(C)C)C(C)C	Ki	11.052341057640984
COc1cc(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)ccc1OCCN(C(C)C)C(C)C	Ki	8.980102048186106
COc1cc(N2Cc3ccc(-c4ccccc4)cc3C2=O)ccc1OCCN(C(C)C)C(C)C	Ki	7.828782208956732
COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCN(C(C)C)C(C)C	Ki	10.361720726182948
CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C	IC50	12.186270018233994
CC(C)N(CCOc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1)C(C)C	Ki	9.670789788417107
CC(C)N1CCC(C2c3ccc(-c4cccc(C#N)c4)cc3CCN2CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1	Ki	10.26016249647486
CC(C)N1CCC2(CC1)c1ccc(-c3cccc(C#N)c3)cc1CCN2CC(=O)Nc1cc(Cl)cc(Cl)c1	Ki	10.4482147279778
CC(C)S(=O)(=O)N1CCC2(CC1)CC2(c1ccc(-c2cccc(C#N)c2)cc1)c1nc2cc(F)c(C(F)(F)F)cc2[nH]1	Ki	9.610817938573309
CC(CN(C)C)Oc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1	IC50	9.883684925239947
COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCC(C)O	Ki	13.479038321343062
COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCC(C)O	Ki	11.250561200502737
COc1cc(N2Cc3nn(-c4ccc(Cl)cc4)cc3C2=O)ccc1OCC(C)O	Ki	8.004369564987574
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC3(C)CC3)cc2C1	IC50	9.019720012367532
CC1(CNCc2ccc3c(c2)C[C@H](NC(=O)c2ccc(OCC4CC4)cn2)C3)CC1	IC50	6.868534565828855
CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCC(C)(C)CC2)C1	IC50	11.512925464970229
CC1(C)CCN(Cc2ccc3c(c2)C[C@H](NC(=O)c2ccc(OC[C@@H]4CCCO4)cc2)C3)CC1	IC50	8.477972478262956
COc1cc(N2Cc3ccc(-c4cccc(C)c4C)nc3C2=O)ccc1OCCN1CCCC1	IC50	8.568486485803788
COc1cc(N2Cc3ccc(-c4ccc(C)c(C)c4)nc3C2=O)ccc1OCCN1CCCC1	IC50	8.622553707074063
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(c2ccc(F)cc2)c2ccc(F)cc2)CC1	IC50	10.519673691959945
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(O)(c2ccccc2)c2ccccc2)CC1	IC50	10.519673691959945
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(c2ccccc2)c2ccccc2)CC1	IC50	10.519673691959945
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C2(c3ccc(F)cc3)CCCC2)CC1	IC50	10.031320924046012
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C2(c3ccc(F)cc3)CCCCC2)CC1	IC50	8.568486485803788
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@@H](C)c2ccc(F)cc2)CC1	IC50	10.557414019942792
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@@H](C)c2ccccc2)CC1	IC50	9.596002852788168
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@H](C)c2ccc(F)cc2)CC1	IC50	9.641123288068638
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@H](C)c2ccccc2)CC1	IC50	8.947976107508692
Cc1ccc(NC(=O)N(CCN2CC[C@@H](O)C2)[C@@H]2CC[C@]3(c4cccc(C#N)c4)CC3C2)cc1F	Ki	9.944309547056383
Cc1ccc(Oc2ccc(C(=O)NCCN)cc2NC(=O)CCc2ccccc2)cc1C	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)/C=C/c2ccccc2)cc1C	IC50	8.377431249041079
CC(=O)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(C)c(C)c1	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Cc2ccccc2)cc1C	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)CCc2ccccc2)cc1C	IC50	7.402051600796917
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)N(C)c2ccccc2)cc1C	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2cccc(F)c2)cc1C	IC50	12.716898269296165
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(Br)cc2)cc1C	IC50	10.48330604778907
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(-c3ccccc3)cc2)cc1C	IC50	7.824046010856292
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1C	IC50	7.6842840684811335
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2)cc1C	IC50	12.206072645530174
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2Cl)cc1C	IC50	11.86960040890896
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccn2)cc1C	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Oc2ccccc2)cc1C	IC50	6.907755278982137
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)[C@@H]2C[C@H]2c2ccccc2)cc1C	IC50	8.047189562170502
Cc1ccc(Sc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)CCc2ccccc2)cc1C	IC50	6.907755278982137
Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1	IC50	12.206072645530174
Cc1cc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2cccc(F)c2)ccc1F	IC50	12.02375108873622
